Av_De_Vilanova- Calle_de_Roger_de_Flor C_de_Nápols Passeig_de_Lluis_Companys
Carrer_d´Ali_Bei- Calle_de_Roger_de_Flor Pg_De_Sant_Joan C_de_Nápols Carrer_de_Sardenya Carrer_de_la_Marina Carrer_de_Lepant Av_Meridiana Carrer_de_Tánger
Carrer_de_Tánger- Av_Meridiana Carrer_d´Ali_Bei Carrer_de_Pamplona Passatge_de_Ratés Carrer_d´Álaba C_d´Ávila Carrer_de_Badajoz Carrer_de_la_Ciutat_de_Granada Carrer_de_Roc_Boronat Rbla_Del_Poblenou C_de_Sant_Joan_de_Malta Avenida_Diagonal
C_Marroc- Avenida_Diagonal Carrer_de_Tánger C_de_Bilbao C_d´Espronceda Carrer_de_Bac_de_Roda Carrer_de_Fluviá C_de_Pere_IV
Passatge_de_Ratés- Carrer_de_Tánger C_Sancho_de_Ávila
C_de_Ribes- Carrer_de_Casp Carrer_de_Lepant C_Padilla Carrer_de_los_Castillejos
C_de_Bolivia-  Carrer_de_Pamplona Carrer_d´Álaba C_d´Ávila Carrer_de_Badajoz Carrer_de_la_Ciutat_de_Granada Selva_de_Mar
Carrer_de_Buenaventura_Muñoz- Passeig_de_Lluis_Companys Calle_de_Roger_de_Flor C_de_Nápols Carrer_de_Wellington Av_Meridiana Carrer_de_la_Marina
C_de_Pallars- Carrer_de_la_Marina Carrer_de_Joan_d´Áustria Carrer_de_Zamora Carrer_de_Pamplona Carrer_d´Álaba C_de_Bilbao Carrer_de_Lope_de_Vega C_d´Espronceda Carrer_de_Bac_de_Roda Carrer_de_Fluviá
C_del_Perú- Calle_Llacuna Rbla_Del_Poblenou C_de_Sant_Joan_de_Malta Carrer_de_Castella C_de_Bilbao C_d´Espronceda Carrer_de_Bac_de_Roda Carrer_de_Fluviá Selva_de_Mar
C_Sancho_de_Ávila- Carrer_de_Lepant Av_Meridiana Carrer_de_Zamora Carrer_de_Pamplona Carrer_d´Álaba C_d´Ávila Carrer_de_Badajoz C_dels_Almogávers
C_dels_Almogávers- Passeig_de_Lluis_Companys Calle_de_Roger_de_Flor C_de_Nápols Carrer_de_Wellington Carrer_de_Sardenya Carrer_de_la_Marina Av_Meridiana Carrer_de_Joan_d´Áustria Carrer_de_Zamora Carrer_de_Pamplona Carrer_d´Álaba C_d´Ávila C_Sancho_de_Ávila Carrer_de_Badajoz Carrer_de_la_Ciutat_de_Granada Carrer_de_Roc_Boronat
Carrer_de_la_Ciutat_de_Granada- C_dels_Almogávers C_de_Pere_IV Avenida_Diagonal C_de_Bolivia
Carrer_de_Venecuela- Carrer_de_Fluviá C_de_Provencals Selva_de_Mar
C_de_Pere_IV- C_de_Pallars Carrer_de_la_Ciutat_de_Granada Carrer_de_Roc_Boronat C_d´Ávila Carrer_de_Badajoz Calle_Llacuna Rbla_Del_Poblenou C_de_Sant_Joan_de_Malta Carrer_de_Castella C_de_Bilbao Avenida_Diagonal Selva_de_Mar
C_de_Pallars- Carrer_de_Badajoz Carrer_de_la_Ciutat_de_Granada Carrer_de_Roc_Boronat Calle_Llacuna
Passeig_de_Pujades- Passeig_de_Picasso Passeig_de_Lluis_Companys Calle_de_Roger_de_Flor C_de_Nápols Carrer_de_Wellington Carrer_de_Pujades
Carrer_de_Pujades- Passeig_de_Pujades Av_Meridiana Carrer_de_Wellington Carrer_de_Sardenya Carrer_de_la_Marina Carrer_de_Joan_d´Áustria Carrer_de_Zamora C_de_Pere_IV Carrer_de_Pamplona Passatge_de_la_Vinyassa Carrer_d´Álaba C_d´Ávila Carrer_de_Badajoz Carrer_de_la_Ciutat_de_Granada Passtage_de_Masoliver Carrer_de_Roc_Boronat Calle_Llacuna Carrer_de_Venero Carrer_de_Mariá_Aguiló C_de_Bilbao Carrer_de_Lope_de_Vega C_d´Espronceda Carrer_de_Bac_de_Roda Carrer_de_Fluviá C_de_Provencals Selva_de_Mar
Passeig_de_Picasso- Passeig_de_Pujades Passeig_de_CircumvaHació
